Date,Price,Location,Bedroom,PropertyType
2021-10-10,120000000,Gudu,4,detached duplex
2022-03-28,1100000000,Asokoro District,8,detached duplex
2022-03-28,330000000,Katampe,4,detached duplex
2022-03-28,40000000,Kyami,4,terraced duplex
2022-03-28,75000000,Mabushi,4,terraced duplex
2022-02-11,500000000,Gudu,5,detached duplex
2022-03-28,25000000,Lugbe District,4,detached bungalow
2022-03-28,400000000,Katampe,5,detached duplex
2022-03-28,85000000,Apo,4,semi-detached duplex
2022-03-27,19000000,Kuje,4,detached duplex
2022-03-27,20000000,Lugbe District,3,detached bungalow
2022-03-27,16000000000,Katampe,5,detached duplex
2022-01-13,47500000,Durumi,4,terraced duplex
2022-02-09,150000000,Gwarinpa,5,semi-detached duplex
2022-03-02,100000000,Life Camp,4,terraced duplex
2022-03-06,40000000,Central Area Phase 2,4,terraced duplex
2022-03-26,160000000,Katampe,5,terraced duplex
2022-03-26,100000000,Life Camp,5,detached duplex
2022-03-26,45000000,Kabusa,4,terraced duplex
2022-01-11,46000000,Lokogoma District,3,semi-detached duplex
2022-01-16,42000000,Lokogoma District,3,semi-detached duplex
2022-02-27,30000000,Karu,3,detached bungalow
2022-03-25,50000000,Karmo,3,semi-detached duplex
2022-03-25,78000000,Durumi,4,house
2022-03-25,85000000,Asokoro District,5,terraced duplex
2022-03-25,100000000,Asokoro District,4,terraced duplex
2022-03-25,250000000,Katampe,4,detached duplex
2022-03-25,65000000,Katampe,3,terraced duplex
2022-03-24,250000000,Gwarinpa,5,detached duplex
2022-03-24,120000000,Katampe,4,terraced duplex
2022-03-05,35000000,Gaduwa,4,semi-detached duplex
2022-03-24,55000000,Life Camp,4,terraced duplex
2022-03-24,65000000,Life Camp,3,detached bungalow
2022-03-24,85000000,Katampe,4,terraced duplex
2022-03-24,45000000,Life Camp,3,block of flats
2022-03-23,50000000,Gwarinpa,3,detached bungalow
2022-03-23,260000000,Katampe,4,detached duplex
2022-03-23,55000000,Life Camp,4,terraced duplex
2022-03-23,45000000,Life Camp,3,house
2022-03-10,90000000,Katampe,5,house
2022-03-22,130000000,Katampe,4,detached duplex
2022-03-13,170000000,Guzape District,5,semi-detached duplex
2022-03-22,230000000,Garki,3,house
2022-03-21,70000000,Guzape District,4,terraced duplex
2022-03-21,35000000,Kubwa,2,detached bungalow
2022-03-21,200000000,Wuye,4,semi-detached duplex
2022-03-21,125000000,Katampe,3,terraced duplex
2022-03-20,1000000000,Maitama District,8,detached duplex
2022-03-19,35000000,Lokogoma District,3,detached bungalow
2021-05-23,300000000,Guzape District,5,terraced duplex
2022-02-21,180000000,Jahi,4,terraced duplex
2022-03-19,85000000,Guzape District,4,terraced duplex
2022-03-19,45000000,Life Camp,3,block of flats
2022-03-18,120000000,Galadimawa,3,detached bungalow
2022-03-18,60000000,Gwarinpa,4,terraced duplex
2021-08-17,550000000,Asokoro District,6,detached duplex
2022-03-18,58000000,Duboyi,3,detached bungalow
2022-01-21,150000000,Karsana,4,detached duplex
2022-03-17,130000000,Wuse,4,terraced duplex
2022-03-17,100000000,Wuse,4,terraced duplex
2022-03-17,40000000,Wuye,4,terraced duplex
2022-03-17,1000000000,Maitama District,5,detached duplex
2022-03-16,120000000,Guzape District,4,terraced duplex
2022-03-16,95000000,Katampe,4,terraced duplex
2022-03-16,75000000,Lugbe District,3,semi-detached duplex
2022-03-16,135000000,Guzape District,4,terraced duplex
2022-03-15,65000000,Kaura,3,detached bungalow
2022-01-29,120000000,Guzape District,4,terraced duplex
2022-03-15,65000000,Life Camp,4,semi-detached duplex
2022-03-03,45000000,Gaduwa,5,terraced duplex
2022-03-15,140000000,Mabushi,4,terraced duplex
2022-03-15,150000000,Wuye,4,terraced duplex
2022-03-14,120000000,Life Camp,4,detached duplex
2022-03-14,290000000,Asokoro District,5,detached duplex
2022-03-14,65000000,Jahi,4,terraced duplex
2022-03-14,46000000,Karsana,4,detached duplex
2022-03-13,150000000,Durumi,4,detached duplex
2022-02-22,450000000,Guzape District,5,detached duplex
2022-03-13,75000000,Jahi,4,terraced duplex
2022-03-13,320000000,Guzape District,5,detached duplex
2022-03-12,50000000,Life Camp,5,detached duplex
2022-03-12,65000000,Gwarinpa,3,detached bungalow
2021-05-07,130000000,Gwarinpa,5,detached duplex
2022-02-22,150000000,Mabushi,5,detached duplex
2022-03-11,59900000,Karsana,5,detached duplex
2022-03-11,80000000000,Garki,4,terraced duplex
2022-03-11,60000000,Life Camp,6,semi-detached duplex
2022-03-11,70000000,Life Camp,3,detached bungalow
2022-03-11,75000000,Jahi,4,terraced duplex
2022-03-11,55000000,Galadimawa,6,detached duplex
2022-03-11,40000000,Lugbe District,2,semi-detached bungalow
2022-03-11,175000000,Lokogoma District,4,detached duplex
2022-03-07,150000000,Katampe,4,detached duplex
2022-03-08,46500000,Durumi,4,semi-detached duplex
2022-03-11,450000000,Asokoro District,5,detached duplex
2022-03-11,65000000,Durumi,4,house
2022-03-11,75000000,Durumi,4,terraced duplex
2022-03-10,123000000,Life Camp,4,semi-detached duplex
2022-03-10,165000000,Wuye,4,semi-detached duplex
2022-03-10,100000000,Gwarinpa,4,detached duplex
2022-03-10,400000000,Garki,5,house
2022-02-28,140000000,Katampe,5,semi-detached duplex
2022-03-09,57000000,Katampe,3,block of flats
2022-03-09,75000000,Wuye,4,terraced duplex
2022-03-09,500000000,Kado,3,block of flats
2022-03-09,85000000,Kaura,4,terraced duplex
2022-03-09,120000000,Gwarinpa,4,terraced duplex
2022-03-09,700000000,Asokoro District,8,detached duplex
2022-03-08,370000000,Jahi,5,detached duplex
2022-03-08,49900000,Karsana,4,semi-detached duplex
2021-06-18,370000000,Garki,5,semi-detached duplex
2021-06-23,120000000,Gudu,4,detached duplex
2021-07-01,160000000,Jabi,4,terraced duplex
2021-07-27,420000000,Wuse,3,block of flats
2022-02-22,155000000,Gudu,4,semi-detached duplex
2022-03-03,220000000,Jabi,2,block of flats
2022-03-08,98500000,Life Camp,6,detached duplex
2022-03-08,22000000,Bwari,3,detached bungalow
2022-03-08,600000000,Maitama District,5,semi-detached duplex
2022-03-08,40000000,Gwarinpa,3,terraced duplex
2022-03-07,750000000,Maitama District,5,house
2022-03-07,700000000,Maitama District,5,house
2022-03-07,45000000,Life Camp,4,semi-detached duplex
2022-03-07,40000000,Apo,2,terraced duplex
2022-03-07,90000000,Mabushi,4,terraced duplex
2022-02-28,200000000,Guzape District,6,detached duplex
2022-01-27,140000000,Gaduwa,5,detached duplex
2022-02-20,500000000,Guzape District,5,detached duplex
2022-03-06,55000000,Life Camp,4,terraced duplex
2022-03-06,65000000,Garki,3,block of flats
2022-03-06,70000000,Life Camp,4,terraced duplex
2022-03-05,145000000,Wuye,5,semi-detached duplex
2022-03-05,300000000,Maitama District,5,semi-detached duplex
2022-03-05,150000000,Wuse,5,detached duplex
2022-03-04,55000000,Life Camp,4,terraced duplex
2022-03-04,120000000,Life Camp,5,terraced duplex
2022-03-04,130000000,Life Camp,5,house
2022-03-04,350000000,Asokoro District,5,detached duplex
2022-03-03,20000000,Lugbe District,2,semi-detached bungalow
2022-03-03,113000000,Life Camp,4,semi-detached duplex
2022-03-03,123000000,Life Camp,4,semi-detached duplex
2022-03-03,150000000,Gwarinpa,5,detached duplex
2022-03-03,160000000,Gwarinpa,5,detached duplex
2022-02-04,350000000,Guzape District,5,detached duplex
2022-03-03,50000000,Karsana,4,semi-detached duplex
2022-03-03,130000000,Guzape District,4,house
2022-03-03,750000000,Katampe,6,detached duplex
2022-03-03,65000000,Wuye,4,terraced duplex
2022-03-03,80000000,Gaduwa,4,detached duplex
2022-03-03,120000000,Mbora (Nbora),4,terraced duplex
2022-03-03,120000000,Guzape District,4,terraced duplex
2022-03-03,150000000,Apo,5,detached duplex
2022-03-03,250000000,Guzape District,5,detached duplex
2022-03-03,300000000,Maitama District,5,terraced duplex
2022-03-03,1800000000,Apo,4,terraced duplex
2022-03-03,60000000,Dutse,4,terraced duplex
2022-03-02,2000000000,Katampe,6,detached duplex
2022-03-02,370000000,Gwarinpa,7,detached duplex
2022-03-02,37000000,Kubwa,3,block of flats
2022-03-02,140000000,Gwarinpa,4,detached duplex
2022-03-02,1100000000,Katampe,4,semi-detached duplex
2021-10-31,120000000,Kukwaba,5,terraced duplex
2021-11-03,240000000,Garki,6,block of flats
2022-03-02,45000000,Karsana,4,detached duplex
2022-03-02,230000000,Jahi,5,detached duplex
2022-03-02,350000000,Katampe,4,house
2022-03-02,45000000,Galadimawa,5,detached duplex
2022-03-02,40000000,Galadimawa,5,detached duplex
2022-03-02,70000000,Galadimawa,5,detached duplex
2022-03-01,85000000,Guzape District,4,semi-detached duplex
2022-03-01,260000000,Wuye,5,detached duplex
2022-03-01,100000000,Life Camp,4,terraced duplex
2022-03-01,55000000,Gwarinpa,3,terraced duplex
2022-02-28,40000000,Gwarinpa,3,terraced duplex
2022-02-28,65000000,Katampe,4,terraced duplex
2021-01-25,78000000,Wuye,6,terraced duplex
2022-02-28,210000000,Maitama District,4,terraced duplex
2022-02-27,165000000,Wuye,5,semi-detached duplex
2022-02-27,999999999,Guzape District,6,detached duplex
2022-02-27,180000000,Gwarinpa,5,detached duplex
2022-02-26,50000000,Life Camp,3,terraced duplex
2022-02-26,350000000,Katampe,4,detached duplex
2022-02-26,90000000,Jahi,4,terraced duplex
2022-02-25,13000000,Kuje,3,detached bungalow
2022-02-23,270000000,Guzape District,6,detached duplex
2022-02-25,160000000,Wuye,5,detached duplex
2022-02-25,110000000,Jahi,4,terraced duplex
2022-02-25,90000000,Guzape District,4,terraced duplex
2022-02-25,65000000,Katampe,4,terraced duplex
2022-02-25,160000000,Life Camp,6,detached duplex
2021-10-12,68000000,Jahi,4,terraced duplex
2021-11-09,150000000,Gwarinpa,5,detached duplex
2022-02-24,140000000,Gwarinpa,4,terraced duplex
2022-02-24,160000000,Gaduwa,5,detached duplex
2022-02-24,150000000,Guzape District,4,terraced duplex
2022-02-24,200000000,Guzape District,5,detached duplex
2022-02-24,200000000,Jabi,4,detached duplex
2022-02-24,220000000,Utako,4,house
2022-02-24,1300000000,Asokoro District,6,detached duplex
2022-02-23,450000000,Gwarinpa,8,house
2022-02-23,1700000000,Asokoro District,4,detached duplex
2022-02-23,20000000,Kuje,2,semi-detached bungalow
2022-02-23,40000000,Mbora (Nbora),3,semi-detached bungalow
2022-02-23,28000000,Kubwa,2,semi-detached bungalow
2022-02-23,25000000,Karu,1,block of flats
2022-02-23,110000000,Katampe,4,semi-detached duplex
2022-02-22,70000000,Gwarinpa,4,semi-detached duplex
2021-11-27,450000000,Wuse,6,detached duplex
2022-02-22,150000000,Wuye,4,terraced duplex
2022-02-01,17000000,Lokogoma District,3,detached bungalow
2022-02-22,200000000,Guzape District,6,terraced duplex
2022-02-22,32000000,Kubwa,3,detached duplex
2022-02-21,450000000,Gwarinpa,6,detached duplex
2022-02-21,200000000,Gwarinpa,4,detached duplex
2022-01-28,120000000,Guzape District,4,terraced duplex
2021-02-20,600000000,Asokoro District,8,detached duplex
2021-07-13,19000000,Lugbe District,4,detached duplex
2021-12-07,90000000,Jahi,4,terraced duplex
2022-02-20,45000000,Lokogoma District,3,semi-detached duplex
2022-02-20,140000000,Jabi,4,terraced duplex
2022-02-20,35000000,Apo,4,block of flats
2022-02-20,85000000,Life Camp,4,semi-detached duplex
2022-02-20,90000000,Garki,4,terraced duplex
2022-02-20,22500000,Gudu,3,block of flats
2021-10-07,85000000,Katampe,4,detached duplex
2022-02-19,400000000,Katampe,5,detached duplex
2020-10-21,24000000,Kafe,3,detached bungalow
2022-02-19,260000000,Mabushi,5,detached duplex
2022-02-19,650000000,Garki,3,block of flats
2022-02-18,400000000,Guzape District,5,detached duplex
2022-02-17,250000000,Katampe,6,semi-detached duplex
2022-02-17,35000000,Kyami,3,terraced duplex
2022-02-17,200000000,Gwarinpa,5,detached duplex
2022-02-17,130000000,Mabushi,4,semi-detached duplex
2022-02-17,150000000,Gwarinpa,5,detached duplex
2021-05-01,150000000,Life Camp,4,terraced duplex
2022-02-16,70000000,Apo,5,detached duplex
2022-02-16,88000000,Life Camp,4,semi-detached duplex
2022-02-16,75000000,Life Camp,4,terraced duplex
2022-02-16,180000000,Gwarinpa,8,detached duplex
2022-02-16,50000000,Gaduwa,4,terraced duplex
2022-02-16,65000000,Jahi,4,terraced duplex
2022-02-15,235000000,Guzape District,5,detached duplex
2022-02-15,220000000,Jahi,2,block of flats
2022-02-14,100000000,Apo,4,semi-detached duplex
2022-02-14,105000000,Wuye,3,semi-detached duplex
2022-01-17,850000000,Katampe,6,detached duplex
2022-02-13,750000000,Katampe,8,detached duplex
2022-02-05,76000000,Kaura,4,terraced duplex
2022-02-13,43000000,Life Camp,4,semi-detached duplex
2022-02-12,150000000,Gwarinpa,4,semi-detached duplex
2022-02-12,600000000,Asokoro District,6,detached duplex
2022-02-12,40000000,Mbora (Nbora),3,block of flats
2022-02-09,170000000,Wuse,4,detached bungalow
2022-02-10,180000000,Asokoro District,4,terraced duplex
2022-02-10,100000000,Guzape District,4,terraced duplex
2022-02-10,240000000,Maitama District,4,terraced duplex
2022-02-10,35000000,Kabusa,3,terraced duplex
2022-02-10,250000000,Guzape District,5,house
2022-02-10,85000000,Guzape District,5,house
2022-02-09,110000000,Mabushi,4,terraced duplex
2022-02-09,120000000,Garki,4,semi-detached duplex
2022-02-09,85000000,Gwarinpa,4,semi-detached duplex
2022-02-09,80000000,Gwarinpa,4,semi-detached duplex
2022-02-08,80000000,Apo,4,detached duplex
2022-02-08,400000000,Guzape District,5,detached duplex
2022-02-08,26600000,Gwarinpa,3,detached bungalow
2021-12-09,38000000,Lugbe District,3,block of flats
2022-02-07,130000000,Wuye,3,semi-detached duplex
2021-10-26,135000000,Apo,5,terraced duplex
2022-02-07,12000000,Mpape,2,detached bungalow
2022-02-07,160000000,Jabi,4,terraced duplex
2022-02-07,130000000,Life Camp,5,terraced duplex
2022-02-07,120000000,Life Camp,4,terraced duplex
2022-02-07,250000000,Guzape District,5,detached duplex
2022-02-06,250000000,Guzape District,5,detached duplex
2022-02-06,270000000,Wuye,5,detached duplex
2022-02-06,150000000,Wuye,5,semi-detached duplex
2022-02-03,120000000,Lugbe District,5,detached duplex
2022-02-05,80000000,Guzape District,4,terraced duplex
2022-02-05,300000000,Guzape District,5,detached duplex
2022-02-04,15000000,Lugbe District,4,semi-detached duplex
2022-02-04,45000000,Apo,5,terraced duplex
2022-02-04,300000000,Guzape District,5,detached duplex
2022-02-04,50000000,Lokogoma District,4,semi-detached duplex
2022-02-03,280000000,Garki,5,detached duplex
2022-02-03,37000000,Life Camp,3,house
2022-02-02,35000,Jabi,1,detached duplex
2022-02-02,190000000,Guzape District,6,detached duplex
2022-02-01,170000000,Gwarinpa,5,house
2022-02-02,570000000,Garki,3,block of flats
2022-01-27,50000000,Life Camp,4,terraced duplex
2022-02-02,85000000,Lugbe District,5,detached duplex
2022-02-01,135000000,Life Camp,4,semi-detached duplex
2022-02-01,50000000,Lokogoma District,3,detached bungalow
2022-02-01,25000000,Dakwo,3,detached bungalow
2022-02-01,35000000,Gwarinpa,4,semi-detached duplex
2021-06-07,145000000,Katampe,4,house
2022-02-01,300000000,Asokoro District,5,detached duplex
2022-02-01,250000000,Maitama District,5,terraced duplex
2022-02-01,900000000,Guzape District,6,detached duplex
2021-12-29,95000000,Asokoro District,4,house
2021-11-19,140000000,Gwarinpa,4,detached duplex
2021-06-10,220000000,Guzape District,5,detached duplex
2022-01-30,98000000,Guzape District,4,terraced duplex
2021-12-31,45900000,Garki,3,block of flats
2021-12-28,45000000,Garki,3,semi-detached bungalow
2022-01-30,150000000,Apo,7,detached duplex
2022-01-30,85000000,Gwarinpa,4,house
2022-01-29,400000000,Garki,3,block of flats
2022-01-29,75000000,Guzape District,3,block of flats
2021-12-29,65000000,Karmo,4,semi-detached duplex
2022-01-07,500000000,Garki,5,detached duplex
2022-01-28,300000000,Wuye,5,detached duplex
2021-12-06,300000000,Gwarinpa,5,detached duplex
2022-01-01,50000000,Bwari,4,house
2022-01-06,250000000,Gwarinpa,4,terraced duplex
2022-01-15,120000000,Jahi,4,terraced duplex
2022-01-27,100000000,Apo,4,detached duplex
2022-01-27,148050000,Katampe,4,terraced duplex
2021-11-17,170000000,Guzape District,4,detached duplex
2022-01-26,130000000,Guzape District,4,terraced duplex
2022-01-26,750000000,Asokoro District,4,terraced duplex
2022-01-26,600000000,Asokoro District,6,house
2022-01-25,90000000,Katampe,4,terraced duplex
2022-01-25,450000000,Life Camp,4,terraced duplex
2022-01-25,175000000,Kaura,4,detached duplex
2022-01-25,270000000,Wuse 2,4,semi-detached duplex
2021-04-10,170000000,Katampe,5,detached duplex
2021-02-22,65000000,Kaura,4,terraced duplex
2021-10-27,4665276368,Asokoro District,10,house
2022-01-23,65000000,Gwarinpa,3,detached bungalow
2022-01-23,28000000,Kubwa,3,block of flats
2022-01-23,150000000,Guzape District,4,terraced duplex
2022-01-22,200000000,Guzape District,5,detached duplex
2022-01-22,100000000,Jabi,4,terraced duplex
2022-01-22,1600000000,Katampe,4,terraced duplex
2021-05-03,27000000,Galadimawa,4,semi-detached duplex
2022-01-21,1500000000,Katampe,3,block of flats
2021-10-25,45000000,Guzape District,2,terraced duplex
2022-01-21,170000000,Jahi,7,detached duplex
2022-01-21,350000000,Asokoro District,5,detached duplex
2022-01-21,90000000,Guzape District,4,terraced duplex
2022-01-21,800000000,Guzape District,8,detached duplex
2022-01-21,1300000000,Katampe,3,block of flats
2021-01-22,95000000,Katampe,4,terraced duplex
2021-01-22,75000000,Jahi,4,terraced duplex
2021-03-12,250000000,Maitama District,4,terraced duplex
2021-08-04,29500000,Kubwa,3,terraced duplex
2021-12-18,140000000,Life Camp,5,semi-detached duplex
2022-01-18,650000000,Asokoro District,5,detached duplex
2022-01-19,85000000,Jahi,4,terraced duplex
2022-01-19,95000000,Jahi,4,terraced duplex
2022-01-19,3100000000,Asokoro District,8,detached duplex
2022-01-18,88000000,Katampe,4,terraced duplex
2022-01-18,900000000,Katampe,6,detached duplex
2022-01-18,150000000,Wuye,4,terraced duplex
2022-01-18,40000000,Lugbe District,3,detached bungalow
2022-01-17,800000000,Asokoro District,6,detached duplex
2021-08-10,50000000,Gwarinpa,4,semi-detached duplex
2022-01-16,150000000,Katampe,4,terraced duplex
2022-01-16,260000000,Kubwa,6,detached duplex
2022-01-16,180000000,Gwarinpa,6,detached duplex
2022-01-16,55000000,Lokogoma District,5,detached duplex
2022-01-16,65000000,Jabi,4,house
2022-01-16,350000000,Gwarinpa,8,detached duplex
2022-01-14,95000000,Mbora (Nbora),4,house
2022-01-14,230000000,Life Camp,4,detached duplex
2022-01-14,100000000,Guzape District,4,terraced duplex
2022-01-13,110000000,Jahi,4,terraced duplex
2022-01-13,170000000,Galadimawa,5,detached duplex
2022-01-13,140000000,Galadimawa,4,detached duplex
2022-01-13,55000000,Galadimawa,3,block of flats
2022-01-13,45000000,Kaura,4,terraced duplex
2022-01-13,75000000,Guzape District,4,terraced duplex
2022-01-13,75000000,Guzape District,4,terraced duplex
2022-01-13,68000000,Guzape District,4,terraced duplex
2022-01-13,42000000,Lokogoma District,3,semi-detached duplex
2022-01-13,85000000,Kaura,4,terraced duplex
2021-12-10,65000000,Katampe,4,terraced duplex
2021-07-28,70000000,Life Camp,4,house
2022-01-13,90000000,Katampe,3,terraced duplex
2022-01-13,125000000,Apo,4,detached duplex
2022-01-13,1000000000,Katampe,4,terraced duplex
2022-01-12,95000000,Jabi,3,terraced duplex
2022-01-12,46000000,Lokogoma District,4,terraced duplex
2022-01-12,80000000,Jahi,4,terraced duplex
2022-01-12,700000000,Asokoro District,5,terraced duplex
2022-01-12,150000000,Gwarinpa,4,semi-detached duplex
2022-01-12,55000000,Gaduwa,4,detached bungalow
2022-01-12,165000000,Jabi,4,terraced duplex
2021-04-19,320000000,Gwarinpa,5,house
2021-08-03,250000000,Wuse 2,4,terraced duplex
2022-01-11,120000000,Gwarinpa,5,house
2022-01-11,1300000000,Guzape District,10,detached duplex
2022-01-10,3300000000,Asokoro District,5,house
2022-01-10,250000000,Maitama District,4,terraced duplex
2022-01-10,120000000,Mabushi,4,detached duplex
2022-01-09,85000000,Jahi,4,terraced duplex
2022-01-08,35000000,Orozo,4,detached duplex
2022-01-07,85000000,Jahi,4,terraced duplex
2022-01-07,70000000,Karmo,4,detached duplex
2022-01-07,75000000,Jahi,4,terraced duplex
2022-01-07,800000000,Asokoro District,6,detached duplex
2022-01-07,110000000,Katampe,4,terraced duplex
2022-01-06,355000000,Maitama District,3,block of flats
2022-01-06,450000000,Guzape District,6,detached duplex
2022-01-06,75000000,Idu Industrial,4,detached duplex
2022-01-05,800000000,Katampe,4,terraced duplex
2022-01-05,80000000,Guzape District,4,semi-detached duplex
2022-01-05,73000000,Jabi,4,terraced duplex
2022-01-05,115000000,Gwarinpa,4,detached duplex
2021-12-10,120000000,Gwarinpa,3,detached bungalow
2022-01-05,45000000,Life Camp,4,block of flats
2022-01-05,140000000,Wuye,4,house
2022-01-05,18000000,Kubwa,2,terraced bungalow
2022-01-05,160000000,Gwarinpa,5,detached duplex
2022-01-04,850000000,Guzape District,8,detached duplex
2021-06-22,1200000000,Jabi,4,terraced duplex
2021-10-26,83000000,Guzape District,4,terraced duplex
2022-01-04,130000000,Jahi,4,terraced duplex
2021-10-25,230000000,Jahi,5,detached duplex
2021-11-04,80000000,Lugbe District,6,detached duplex
2021-11-09,68000000,Lugbe District,4,semi-detached duplex
2022-01-03,50000000,Katampe,4,semi-detached duplex
2022-01-03,300000000,Gwarinpa,7,detached duplex
2022-01-03,120000000,Garki,8,detached duplex
2022-01-02,120000000,Jabi,4,terraced duplex
2021-11-20,250000000,Life Camp,5,detached duplex
2022-01-01,150000000,Life Camp,4,detached duplex
2022-01-01,180000000,Utako,7,detached duplex
2021-12-31,750000000,Asokoro District,4,detached duplex
2021-12-31,25000000,Garki,2,block of flats
2021-12-31,260000000,Gwarinpa,6,detached duplex
2020-10-15,250000000,Maitama District,4,terraced duplex
2021-07-05,350000000,Katampe,4,detached duplex
2021-09-27,65000000,Lokogoma District,4,detached duplex
2021-05-01,65000000,Lokogoma District,5,detached duplex
2021-12-30,40000000,Gwarinpa,3,detached bungalow
2021-09-17,70000000,Jahi,4,terraced duplex
2021-12-28,600000000,Asokoro District,4,detached duplex
2021-03-07,175000000,Jabi,4,terraced duplex
2021-12-27,135000000,Central Business District,5,semi-detached duplex
2021-12-24,350000000,Katampe,4,detached duplex
2021-12-24,85000000,Life Camp,4,terraced duplex
2021-12-16,5000000,Kpeyegyi,3,semi-detached bungalow
2021-10-16,145000000,Karsana,5,detached duplex
2021-11-11,55000000,Lugbe District,5,detached bungalow
2021-12-19,100000000,Life Camp,4,terraced duplex
2021-12-18,500000000,Guzape District,6,detached duplex
2021-10-04,85000000,Guzape District,4,terraced duplex
2021-12-15,150000000,Mabushi,5,semi-detached duplex
2021-08-11,35000000,Galadimawa,4,terraced duplex
2021-12-15,100000000,Jahi,4,terraced duplex
2021-12-13,120000000,Life Camp,4,semi-detached duplex
2021-12-13,450000000,Wuse,6,detached duplex
2021-12-13,220000000,Wuse,6,detached duplex
2021-10-13,85000000,Jahi,4,terraced duplex
2021-11-20,35000000,Dakwo,3,terraced duplex
2021-11-21,60000000,Dakwo,4,detached duplex
2021-12-10,75000000,Mabushi,4,terraced duplex
2021-12-10,120000000,Gwarinpa,4,detached bungalow
2021-12-10,39900000,Karsana,4,terraced duplex
2021-12-10,29900000,Karsana,2,terraced duplex
2021-12-10,70000000,Kaura,4,terraced duplex
2021-12-04,180000000,Maitama District,4,terraced duplex
2021-12-09,250000000,Guzape District,5,detached duplex
2021-12-09,280000000,Wuye,5,detached duplex
2021-12-08,47700000,Lokogoma District,2,terraced duplex
2020-12-08,125000000,Apo,6,detached duplex
2021-12-08,150000000,Guzape District,5,detached duplex
2021-12-04,110000000,Mabushi,4,terraced duplex
2021-12-07,120000000,Gwarinpa,4,detached bungalow
2021-12-06,96000000,Guzape District,5,terraced duplex
2021-12-05,75000000,Gwarinpa,4,semi-detached duplex
2021-04-08,230000000,Maitama District,4,terraced duplex
2021-12-04,100000000,Life Camp,4,terraced duplex
2021-11-08,75000000,Apo,5,detached duplex
2021-12-02,100000000,Gwarinpa,4,detached duplex
2021-12-02,130000000,Mabushi,4,terraced duplex
2021-12-01,300000000,Guzape District,5,detached duplex
2021-10-27,850000000,Asokoro District,6,detached duplex
2020-11-11,30000000,Lugbe District,3,terraced duplex
2021-01-20,120000000,Guzape District,5,terraced duplex
2021-07-27,550000000,Maitama District,6,detached duplex
2021-11-30,35000000,Gwarinpa,3,terraced duplex
2021-11-29,75000000,Guzape District,4,terraced duplex
2021-11-29,110000000,Guzape District,4,terraced duplex
2021-11-29,75000000,Guzape District,4,terraced duplex
2021-11-29,40000000,Kubwa,3,detached bungalow
2021-11-29,78000000,Guzape District,4,terraced duplex
2021-08-16,200000000,Utako,8,detached duplex
2021-11-28,300000000,Asokoro District,4,detached duplex
2021-10-13,250000000,Asokoro District,5,detached duplex
2021-11-27,800000000,Asokoro District,6,detached duplex
2021-11-27,900000000,Asokoro District,6,detached duplex
2021-11-27,47000000,Lokogoma District,3,semi-detached duplex
2021-11-27,120000000,Mabushi,4,detached duplex
2021-11-26,95000000,Gwarinpa,5,detached bungalow
2021-11-26,85000000,Mabushi,5,terraced duplex
2021-11-25,30000000,Life Camp,4,terraced duplex
2021-11-25,130000000,Katampe,4,terraced duplex
2021-11-25,45000000,Life Camp,5,detached duplex
2021-11-25,20000000,Life Camp,3,terraced duplex
2021-11-25,50000000,Gwarinpa,3,terraced duplex
2021-11-20,68000000,Gwarinpa,3,detached bungalow
2021-11-18,95000000,Diplomatic Zones,5,detached duplex
2021-11-23,250000000,Gwarinpa,5,semi-detached duplex
2021-11-23,33000000,Garki,3,detached bungalow
2021-11-23,65000000,Lokogoma District,4,detached duplex
2021-11-22,11500000,Karu,1,block of flats
2021-11-22,135000000,Life Camp,6,terraced duplex
2021-11-22,95000000,Life Camp,5,terraced duplex
2021-11-22,180000000,Jabi,5,detached duplex
2021-11-22,60000000,Apo,4,detached duplex
2021-11-22,450000000,Maitama District,4,detached duplex
2021-11-22,90000000,Galadimawa,4,detached duplex
2021-11-22,600000000,Asokoro District,6,detached duplex
2021-11-21,250000000,Maitama District,4,terraced duplex
2021-11-21,100000000,Utako,5,terraced duplex
2021-08-13,30000000,Wuye,2,block of flats
2021-11-18,25000000,Karu,3,detached bungalow
2021-11-17,600000000,Asokoro District,5,detached duplex
2021-11-17,75000000,Lugbe District,5,detached duplex
2021-10-14,200000000,Katampe,5,detached duplex
2021-11-16,65000000,Lugbe District,5,semi-detached duplex
2021-11-16,150000000,Mabushi,6,terraced duplex
2021-11-16,24000000,Gwarinpa,3,block of flats
2021-02-21,80000000,Gwarinpa,5,semi-detached duplex
2021-09-27,350000000,Katampe,6,detached duplex
2021-11-12,140000000,Katampe,4,terraced duplex
2021-04-23,35000000,Katampe,3,block of flats
2021-11-11,350000000,Kubwa,6,house
2021-11-11,250000000,Maitama District,4,terraced duplex
2021-11-11,850000000,Katampe,7,detached duplex
2021-10-31,450000000,Cultural Zones,5,detached duplex
2021-11-10,135000000,Galadimawa,5,semi-detached duplex
2021-11-10,750000000,Maitama District,6,detached duplex
2021-11-09,160000000,Gwarinpa,5,detached duplex
2021-11-09,180000000,Gwarinpa,6,detached duplex
2021-11-09,750000000,Wuse 2,5,detached duplex
2021-11-09,55000000,Kubwa,6,house
2021-11-09,92000000,Kubwa,8,block of flats
2021-11-09,80000000,Lugbe District,4,detached duplex
2021-11-09,110000000,Wuye,4,terraced duplex
2021-11-09,590000000,Guzape District,7,detached duplex
